time_tick,lac_X_value,lac_Y_value,lac_Z_value
9.715764,-1.544232,0.425921,-0.169611
9.735814,-1.650396,0.470364,-0.126027
9.755894,-1.795195,0.483646,-0.120188
9.775945,-1.759568,0.568193,-0.141215
9.795995,-1.793541,0.563546,-0.111963
9.816075,-1.758957,0.585750,-0.234309
9.836125,-1.711565,0.566239,-0.116768
9.856206,-1.667105,0.574141,-0.148498
9.876256,-1.631926,0.558883,-0.084618
9.896336,-1.569280,0.470776,-0.051634
9.916386,-1.522344,0.520787,-0.055803
9.936436,-1.524467,0.551142,-0.185046
9.956517,-1.472702,0.572100,-0.150101
9.976567,-1.402167,0.516479,0.142787
9.996648,-1.472214,0.459486,0.208733
10.016698,-1.543409,0.467652,0.018801
10.036778,-1.565594,0.439297,-0.107356
10.056828,-1.460584,0.491399,-0.094358
10.076909,-1.507141,0.485636,-0.134426
10.091985,-1.561824,0.517244,-0.195676
10.117009,-1.627761,0.496845,-0.237482
10.137090,-1.621922,0.528840,-0.181985
10.157140,-1.658840,0.566925,-0.046728
10.177220,-1.734023,0.510185,-0.051108
10.197270,-1.731740,0.494753,-0.111288
10.217351,-1.749750,0.528324,-0.131975
10.237392,-1.731409,0.537503,-0.112247
10.252468,-1.683946,0.512147,-0.118230
10.277522,-1.525728,0.476827,-0.079052
10.292598,-1.481088,0.506614,-0.068487
10.317653,-1.550862,0.567527,-0.100383
10.337703,-1.594963,0.496322,-0.153236
10.352779,-1.564270,0.480909,-0.145873
10.372859,-1.508944,0.482985,-0.128085
10.392909,-1.520735,0.502068,-0.021334
10.412990,-1.532945,0.484301,-0.042275
10.438014,-1.551570,0.508759,-0.139524
10.453090,-1.569957,0.519587,-0.123908
10.473171,-1.596336,0.501546,-0.106254
10.493221,-1.577891,0.480018,-0.095805
10.528316,-1.637145,0.517802,-0.032210
10.533351,-1.636682,0.517935,-0.032209
10.553432,-1.706619,0.519145,-0.093180
10.573482,-1.705699,0.531949,-0.181895
10.593532,-1.657007,0.537478,-0.151736
10.613613,-1.645003,0.576671,-0.042338
10.633663,-1.667331,0.535653,-0.091059
10.653743,-1.650848,0.498456,-0.149607
10.673793,-1.571840,0.496054,-0.114040
10.693874,-1.553109,0.485938,-0.048010
10.713924,-1.515622,0.491864,-0.123962
10.734004,-1.547059,0.510147,-0.080233
10.759029,-1.558845,0.481509,-0.078857
10.774104,-1.578598,0.439252,-0.080055
10.794185,-1.584509,0.446021,-0.105289
10.814235,-1.561254,0.506575,-0.079610
10.839290,-1.564615,0.514076,-0.064690
10.854366,-1.591486,0.504228,-0.070731
10.874446,-1.631092,0.505712,-0.157762
10.894496,-1.594225,0.528434,-0.158080
10.919551,-1.555967,0.502643,-0.124084
10.934627,-1.563031,0.470555,-0.098892
10.954677,-1.609449,0.488414,-0.077424
10.974758,-1.672002,0.549786,-0.085291
10.999812,-1.620506,0.523025,-0.135866
11.014888,-1.625401,0.524545,-0.147435
11.034938,-1.607052,0.529367,-0.096169
11.055019,-1.621311,0.523698,-0.015954
11.080074,-1.615582,0.485580,-0.087175
11.095119,-1.583994,0.498553,-0.113355
11.115199,-1.571735,0.529629,-0.134396
11.135250,-1.534050,0.548084,-0.098640
11.160304,-1.579496,0.508162,-0.106457
11.175380,-1.570984,0.520143,-0.111000
11.195461,-1.546346,0.529914,-0.092351
11.215511,-1.549935,0.482237,-0.097626
11.240544,-1.563433,0.487664,-0.135623
11.255619,-1.610372,0.481356,-0.112553
11.275669,-1.631289,0.489973,-0.037444
11.295750,-1.627757,0.474282,-0.043719
11.315800,-1.605762,0.472888,-0.091709
11.335881,-1.654900,0.497743,-0.140940
11.355931,-1.644653,0.501351,-0.101152
11.376011,-1.654798,0.489618,-0.095929
11.401066,-1.670964,0.515190,-0.065047
11.416111,-1.682711,0.499059,-0.107886
11.436192,-1.643563,0.543520,-0.135759
11.451207,-1.619191,0.521979,-0.122325
11.481297,-1.606622,0.567529,-0.140762
11.491337,-1.592247,0.569015,-0.146300
11.511387,-1.619201,0.516490,-0.128869
11.536503,-1.542646,0.464186,-0.078370
